,Name,Accessible_Len,N_Accessible_Len,Total_Len
97,Penn Brook,2.83280992507935,0.0,2.83280992507935
98,Walker Creek,2.44939994812012,0.517197012901306,2.966596961021426
99,Dikes Pond,0.0,0.491461008787155,0.491461008787155
100,Jones River creek,0.400629997253418,0.0,0.400629997253418
101,Lobster Cove,0.896396994590759,0.0,0.896396994590759
102,Artichoke River,0.271472990512848,1.45992004871368,1.731393039226528
103,Indian River,1.27034997940063,0.0,1.27034997940063
104,Beaver Brook,0.705982029438019,0.886445999145508,1.592428028583527
105,Wampatuck Pond,0.0,0.676967024803162,0.676967024803162
106,James Brook,0.19760400056839,0.0,0.19760400056839
107,Goose Cove,0.714784979820251,0.0,0.714784979820251
108,Goose Cove creek,0.0,0.3800684977322814,0.3800684977322814
109,Landsford Pond,0.0,0.0985229015350342,0.0985229015350342
110,Langsford Pond creek,0.0,0.182540997862816,0.182540997862816
111,Crane River,1.9048445313237647,0.0,1.9048445313237647
112,Silver Lake,1.50873994827271,0.0,1.50873994827271
113,Cape Cod Canal,3.837735794484619,0.0,3.837735794484619
114,Porter River/ Frost Fish Brook,2.19285011291504,0.0,2.19285011291504
115,Danvers River,2.28653001785278,0.0,2.28653001785278
116,Boston Inner Harbor,12.405080318450931,0.0,12.405080318450931
117,Chelsea Creek,3.854654073715214,0.0,3.854654073715214
118,Silver Spring,0.179714299738407,0.0,0.179714299738407
119,Cobbs Pond creek,0.189687997102737,0.0,0.189687997102737
120,Cobbs Pond ditch,0.0,0.150055006146431,0.150055006146431
121,South River - west channel,0.504803001880646,0.0,0.504803001880646
122,Little Harbor,1.31190001964569,0.0,1.31190001964569
123,Musquashcut Brook,1.915971964597703,0.0,1.915971964597703
124,lower Island Creek,0.505306005477905,0.0,0.505306005477905
125,Duck Hill Rver,2.23861002922058,0.0,2.23861002922058
126,Green Harbor River,2.08127999305725,0.0,2.08127999305725
127,Malden River,2.01911997795105,0.0,2.01911997795105
128,Clark Pond,0.307289987802505,0.0,0.307289987802505
129,Duck Pond creek,0.0140811000019312,0.0,0.0140811000019312
130,Buswell Pond outlet,0.0,0.136629000306129,0.136629000306129
131,Sleepy Hollow Creek,0.0,0.203161999583244,0.203161999583244
132,Wharf Street creek,0.174939006567001,0.0,0.174939006567001
133,Howlett Brook,0.266425997018814,3.7924599647522,4.058885961771014
134,Old Swamp River,0.208781003952026,2.17926001548767,2.388041019439696
135,Great Pond Upper Reservoir,0.0,0.177846997976303,0.177846997976303
136,Cochato River,0.0,0.704533994197845,0.704533994197845
137,Gulliver's Creek,1.2645800113678,0.0,1.2645800113678
138,Mother Brook,0.0,0.782208025455475,0.782208025455475
139,Bull Brook Reservoir,0.0,1.274129986763,1.274129986763
140,Lower Mystic Lake,0.6216059923172,0.0,0.6216059923172
141,Triphammer Pond,0.34621588885784144,0.0,0.34621588885784144
142,Mill Creek,2.10434007644653,0.0,2.10434007644653
143,Upper Shawme Lake,0.17960000038147,0.0,0.17960000038147
144,Shawme Lake,0.599075019359589,0.0,0.599075019359589
145,Tom Matthew's Pond,0.364928990602493,0.0,0.364928990602493
146,Lower Banjo Lake,0.0,0.3534459024667731,0.3534459024667731
147,Hayward Creek,0.809750020503998,0.0,0.809750020503998
148,Hayward Creek to Eaton's Pond,0.0,0.162297993898392,0.162297993898392
149,Fernwood Lake,0.0,0.222249999642372,0.222249999642372
150,Upper Banjo Lake,0.0,0.3187730982899663,0.3187730982899663
151,Sunset Lake,0.0,0.343598008155823,0.343598008155823
